"uar_id","査定依頼日時","入札開始日時","落札日","メーカー","車種","型式タイプ","型式グレード","マスタ年式","年式","査定入力モデル","査定入力グレード","走行距離","事故修理_コード","事故修理_表示","事故歴","修理歴","事故修理_詳細","愛車の説明","落札価格","入札1位_入札額","入札1位_上限入札額","入札2位_入札額","入札2位_上限入札額","入札3位_入札額","入札3位_上限入札額","入札4位_入札額","入札4位_上限入札額","入札5位_入札額","入札5位_上限入札額"
"44025","2026-03-08 15:24:06.862","2026-03-10 17:38:00.000","2026-03-12 18:42:00.886","スズキ","ワゴンＲ",,,"2004","平成16年7月","CBA-MH21S","200万台達成記念 特別仕様車 FXリミテッド ABS付 または 特別仕様車 FXリミテッドⅡ ABS付 2WD 前輪駆動","146046","NO","なし","false","false","","エンジンの状態
異音なし、一発始動です。
走行に不具合など無いです。

ヘッドライトはLEDに変えてもあります。
ルームミラー型前後ドライブレコーダー
とETC付けてます。
","30000","30000","35000","12000",,,,,,,
"44029","2026-03-08 15:45:46.460","2026-03-09 11:49:00.000","2026-03-13 11:12:37.682","日産","エクストレイル",,,"2014","平成23年3月","DBA-NT31","20X 4WD","55617","NO","なし","false","false","","右側面擦り傷
左側面擦り傷","406000","340000","369000","338000",,"300000","414000","280000","305000","278000","398000"
"44037","2026-03-08 16:02:41.798","2026-03-08 17:03:00.000","2026-03-11 18:20:22.816","スバル","フォレスター",,,"2023","令和5年9月","4BA-SK5","特別仕様車　ＸＴ－ＥＤＩＴＩＯＮ 4WD","10611","NO","なし","false","false","","ドラレコ、トノカバー、ルーフレール、オートリアゲート、ETC装備しています。また後部座席とリアガラスにフィルム施工しています。
傷、凹みありません。程度良いと思います。","3030000","2980000","3050000","2970000","2999000","2850000",,"2800000","2950000","2750000","2903000"
"44044","2026-03-08 16:34:59.819","2026-03-08 17:50:00.000","2026-03-10 18:46:53.526","トヨタ","クラウン",,,"2004","平成16年1月","UA-GRS182","アスリート　Ｇパッケージ","144712","NO","なし","false","false","","ローダウン 、テールランプ4灯化、後期ロイヤルサルーングリル、LEDフォグランプ

バッテリー上がりの為、現在エンジンかからず。
ウォーターポンプ、オルタネータは2024年に交換済。
スタッドレスタイヤ装着、夏タイヤ無し。","180000","180000","200000","140000","165000","110000","166000","70000",,"60000",
"44049","2026-03-08 17:00:11.694","2026-03-10 11:08:00.000","2026-03-15 14:51:55.036","BMW","３シリーズ",,,"2019","令和1年11月","3LA-5X20","Mスポーツ","41493","NO","なし","false","false",,"プラグインハイブリッド、オールレザーシート、レーザーヘッドライト、ハンズオフ自動運転、ブレンMスポーツブレーキ
小傷はコンパウンドで消せると思われる線傷８ヶ所位、アルミホイルガリ傷多数、以上写真参照

エンジン、モーター共に快調
車検は2026.12.1満了
    所有権は自分です(債務なし)","2400000","2300000","2400000","2101000",,"2088000","2208000","2050000","2100000","2040000","2055000"
"44052","2026-03-08 17:03:24.505","2026-03-09 14:59:00.000","2026-03-13 14:14:56.499","日産","ノート",,,"2010","平成22年7月","DBA-E11","15X 2WD","122899","NO","なし","false","false","","2023年4月　ホイル、タイヤ交換
助手席側ミラー自動開閉不可　手動可能","82000","75000","95000","52000",,"42000",,"30000","45000","30000","33000"
"44067","2026-03-08 18:14:29.313","2026-03-09 15:08:00.000","2026-03-12 09:55:16.254","ボルボ","ＸＣ６０",,,"2022","令和4年2月","5AA-UB420TXCM","B5 AWDモメンタム","56529","NO","なし","false","false",,"ディーラーから購入、定期点検してあります。
サンルーフなし

キズが荷台の手前と
左ドアに暴風雨の後竹藪から、折れた細い竹で出来たキズがあります

オプションは特にないです。","2500000","2500000","2600000","2405000",,"2300000","2470000","2270000","2305000","2200000","2400000"
"44109","2026-03-08 23:08:23.791","2026-03-09 17:10:00.000","2026-03-12 12:01:01.762","ダイハツ","タント",,,"2014","平成26年1月","DBA-LA600S","ｶｽﾀﾑRS “SA”","136047","NO","なし","false","false",,"ターボ車、両側電動スライドドア、Bluetooth搭載

エンジン良好です！","203000","200000",,"160000","198000","150000",,"120000","205000","100000","130000"
"44132","2026-03-09 09:08:04.388","2026-03-09 18:21:00.000","2026-03-11 12:58:06.596","ホンダ","アクティトラック",,,"1994","平成6年","V-HA3","2ドア660 タウン5MT","106128","NO","なし","false","false",,"エアコンは効いてないと思います。

喫煙について：匂いは私は解りかねます。
バッテリーは交換済みで問題ないです。エアコン効いてないと思います。最近も使用しております。快調です。","40000","40000",,"20000",,"10000","20000","10000","24000",,
"44135","2026-03-09 09:45:23.609","2026-03-10 14:44:00.000","2026-03-12 14:26:58.175","ホンダ","フィット",,,"2011","平成23年1月","DAA-GP1","ＨＹＢＲＩＤ　ナビプレミアムセレクション","166436","REPAIR","修理歴あり","false","true","左右ドアミラー　傷
ルーフ　一部塗装劣化","車検切れ。","82000","81000",,"71000",,"66000","70000","65000","83000","60000","68000"
"44140","2026-03-09 10:25:09.180","2026-03-15 16:19:00.000","2026-03-17 09:35:18.108","レクサス","ＬＣ",,,"2017","平成29年8月","DAA-GWZ100","ＬＣ５００ｈ 仕様	Ｓパッケージ","22854","NO","なし","false","false","","大きな傷等はありません。
状態としてはかなり綺麗な個体です。
エンジン等の状態もいいです。","6568000","6400000","6435000","6338000","6588000","6200000",,"6150000","6209000","6150000","6230000"
"44153","2026-03-09 12:27:40.303","2026-03-09 18:26:00.000","2026-03-18 12:47:23.281","フォルクスワーゲン","ザ・ビートル",,,"2012","平成24年10月","DBA-16CBZ","不明","158323","NO","なし","false","false",,"後付け純正リアスポイラー

エンジン快調です
グレードはわかりません
シートが革製なのでレザーパッケージでしょうか
オプションは純正後付けリアスポイラーです","110000","90000",,"50000","80000","50000",,"50000",,"50000","80000"
"44160","2026-03-09 14:25:59.729","2026-03-13 13:28:00.000","2026-03-17 10:30:58.252","シボレー","シボレーエクスプレスAWD",,,"2007","平成19年11月","不明","2006シボレーエクスプレス　AWD　　マジェスティック","116218","NO","なし","false","false","","ドア、ボディ下回りに腐食あり。
","1688000","1688000","2000000","880000","1389000","600000",,"500000","700000","280000","305000"
"44177","2026-03-09 16:44:53.334","2026-03-10 17:15:00.000","2026-03-13 18:13:56.385","トヨタ","アクア",,,"2021","令和3年7月","6AA-MXPK16","Ｚ","16664","NO","なし","false","false",,"通勤とレジャーに使用してます。
これから800キロ程度走る予定です。
デジタルインナーミラーを装着してますが査定に影響なければ、通常のミラーに戻す予定です。
レーダー探知機は取り外します。
純正のHDMI入力端子が付いてます。

エンジン快調です。

最大で1000キロ程度増える可能性があります。","1890000","1890000","1936000","1881000",,"1700000",,"1638000","1728000","1300000","1500000"
"44187","2026-03-09 17:56:21.664","2026-03-11 16:37:00.000","2026-03-14 10:10:43.624","スズキ","ワゴンＲ",,,"2006","平成17年9月","CBA-MH21S","FX-Sリミテッド","146613","REPAIR","修理歴あり","false","true","すみません。この車は、姪が、高校を卒業して、通勤用に買った車で、結婚後、車を乗り換え、義理の姉が、今まで、乗ってました。委託で、頼まれましたので、わかりません。","助手席、後ろのドア、曲がってます。
屋根、艶が無くなってます。","15000","15000",,"10000",,,,,,,
"44191","2026-03-09 18:39:55.359","2026-03-10 14:20:00.000","2026-03-14 17:51:38.706","マセラティ","ギブリ",,,"2017","平成29年10月","ABA-MG30C","ベースグレード","65490","NO","なし","false","false","","純正後期ナビ　オートトランク　バックカメラ等
傷は、かなり小さい飛石程度で非常に状態いいです。

前回査定させて頂きましたが平均価格より大幅に安かった為キャンセルしました。お忙しいと思いますがまた査定宜しくお願い致します。","1800000","1700000","1800000","1650000","1793000","1620000","1666000","1300000","1559000","1200000",
"44192","2026-03-09 18:49:53.971","2026-03-09 19:02:00.000","2026-03-13 12:18:40.890","スバル","インプレッサスポーツ",,,"2013","平成25年7月","DBA-GP7","２．０ｉ　ＥｙｅＳｉｇｈｔ","117253","NO","なし","false","false",,"以下装備あります ●テレビキャンセラー付きナビ ●エンジンスターター","205000","144000",,"110000","225000","80000","100000","50000","65000",,
"44204","2026-03-09 19:45:27.399","2026-03-11 11:46:00.000","2026-03-14 17:22:39.823","トヨタ","オーリス",,,"2017","平成29年3月","DAA-ZWE186H","ハイブリッド　Ｇパッケージ","10224","NO","なし","false","false",,"Gパッケージ
レザーシート
純正ナビ
ムーンルーフ

エンジンは快調です。","1210000","1050000","1210000","985000","1000000","957000",,"955000","1155000","950000","1000000"
"44205","2026-03-09 19:51:27.050","2026-03-25 12:13:00.000","2026-03-27 11:03:16.629","スバル","レガシィアウトバック",,,"2008","平成21年3月","DBA-BP9","２．５ｉ","86620","NO","なし","false","false","","スバル アウトバック 2.5i

2026年3月に親族から譲り受けた車両になります。
車検の期限が近かったため、2026年3月23日に移転抹消登録を行い、現在一時抹消状態です（ナンバーが無い状態）。
親族がスバルディーラーにて2009年に新車で購入し、私が譲り受けるまで日常使用しておりました。
また、ディーラーにて、点検整備を行っていたとの事です（整備記録あり）。

各部機能については一通り問題なく動作致します。
外装・内装共に年式・走行距離相応の小傷や汚れなどあります。

また、
左フロントフェンダー
左リアの泥除け
リアバンパー左
右フロントホイール
に比較的大きな傷があります。

また、各ホイールのナット穴付近の塗装剥がれがあります。
","259000","210000","259000","210000",,"208000","258000","200000","250000","198000",
"44221","2026-03-10 00:28:11.647","2026-03-10 16:55:00.000","2026-03-13 17:52:08.193","トヨタ","セルシオ",,,"2006","平成18年4月","DBA-UCF31","Ｃ仕様　Ｆパッケージ・インテリアセレクション","22354","NO","なし","false","false","","純正オプションフルエアロ、TOMSトランクスポイラー、エアサスコントローラーが付いております。
外装は磨き専門店での施工歴がございます。
ディーラーでの車検整備記録簿も揃っております。また、メンテナンスノート、車両取扱書もございます。
低走行の極上車と自負しております。
","3100000","2800000","3150000","2780000",,"2402000","2502000","1800000",,"1500000","1700000"
"44239","2026-03-10 09:52:26.388","2026-03-16 17:09:00.000","2026-03-23 15:40:02.257","ホンダ","インサイト",,,"2009","平成21年8月","DAA-ZE2","ＬＳ","145738","NO","なし","false","false","","年式と走行距離の割には、エンジンも調子が良く。
高速道路の合流等もスムーズに合流できてます。","50000","41000",,"40000","50000","30000","45000","20000",,"20000","50000"
"44245","2026-03-10 10:26:41.784","2026-03-10 18:37:00.000","2026-03-15 10:45:32.522","ミニ","ミニカントリーマン",,,"2024","令和6年12月","7BA-32GA20","ジョンクーバーワークス","44065","NO","なし","false","false","","アンドロイダーというコンテンツが見れるソフトが入っています。","3880000","3688000","3838000","3500000","3880000","3450000","3485000","3200000","3300000","3000000","3509000"
"44246","2026-03-10 10:27:52.735","2026-03-10 18:44:00.000","2026-03-13 13:06:38.119","スバル","レガシィアウトバック",,,"2016","平成28年10月","DBA-BS9","Ｌｉｍｉｔｅｄ","89411","NO","なし","false","false","","ほぼ純正になります。","800000","780000","805000","650000","720000","600000","750000","600000",,,
"44248","2026-03-10 10:51:28.184","2026-03-11 12:04:00.000","2026-03-13 14:07:48.867","スズキ","ハスラー",,,"2016","平成28年2月","DAA-MR41S","X 全方位モニター付メモリーナビ装着車","129619","NO","なし","false","false","","駐車の時のモニターついてます。
タイヤはこの前の車検で全て新しいのに変えています。","195000","195000",,"100000","120000","80000","100000","70000","85000",,
"44259","2026-03-10 12:13:58.647","2026-03-11 14:17:00.000","2026-03-15 13:35:24.382","スズキ","アルトラパン",,,"2002","平成24年6月","DBA-HE22S","10th Anniversary Limited オーディオレス ディスチャージヘッドランプ装着車","108387","NO","なし","false","false","","純正カーナビ、ETC、ドライブレコーダー付き
フロントガラスに飛び石によりヒビがはいってます
個人の車ではなく法人の車両です。","28000","20000","25000","20000",,"12000",,"10000","20000","10000","30000"
"44261","2026-03-10 12:26:51.312","2026-03-10 15:08:00.000","2026-03-16 10:24:21.096","レクサス","ＬＳ",,,"2014","平成26年10月","DBA-USF40","バージョンＬ","109663","NO","なし","false","false","","エアサスコントローラー、フロントモデリスタリップスポイラー、リァM'sダックテールスポイラー、タイヤレグノバリ山。","1070000","957000",,"900000","1000000","880000","950000","820000","835000","800000","900000"
"44271","2026-03-10 14:03:12.358","2026-03-17 14:43:00.000","2026-03-19 12:39:32.934","スズキ","アルトラパン",,,"2009","平成20年1月","ABA-HE21S","SS","155976","ACCIDENT","事故歴あり","true","false","正面から激突。フレームは修正。
ガードワイヤーの上に乗る事故あり。
ATからMT乗せ換え。検査は1度受けてないです。
内装の穴はルームライト増設後です。

事故の時に中古のボンネットに交換しております。
","エンジンはオイル漏れ少々。オイル燃えてる可能性大。
事故の影響でボディーは凹み、傷が多いです。

喫煙について：臭いについては、電子タバコなのでしないと思われます。
車検証については車検が切れておりまだ廃車手続きを行ってい無いためです。
","20000","20000","46000",,,,,,,,
"44274","2026-03-10 14:37:23.351","2026-03-11 11:54:00.000","2026-03-14 17:55:02.561","レクサス","ＩＳコンバーチブル",,,"2010","平成22年6月","DBA-GSE20","バージョンＬ","71701","NO","なし","false","false",,"エンジン快調です。
屋根の開閉も問題なく行えます。

一時抹消しており、写真の書類が最新の物です。


車種名について：
ＩＳ250Ｃです。
カーセンサーではISコンバーチブルと記載されています。
サイトによりISCと記載の場合もあります。コンバーチブルの頭文字のCと思います。","865000","555000","565000","500000","575000","330000","602000","300000","400000","100000",
"44302","2026-03-10 17:10:40.877","2026-03-11 18:17:00.000","2026-03-14 10:13:28.458","三菱","ｅＫワゴン",,,"2018","平成15年3月","LA-H81W","Ｍ-Ｘハ゜ッケージ 2WD","47641","NO","なし","false","false","","すみません。この車は、叔父が乗ってたのですが、免許返納して、義理の姉の車が、古かった為、もし、壊れたら、乗る予定でしたが、姉が、新しい車を買ったので、委託頼まれました。","18000","15000",,"10000","20000",,,,,,
"44313","2026-03-10 18:12:01.365","2026-03-10 18:19:00.000","2026-03-12 14:24:27.975","ボルボ","Ｖ６０",,,"2019","令和1年7月","DBA-ZB420","モメンタム","53481","ACCIDENT","事故歴あり","true","false","売却確定後、事故車に当たることが判明。再査定となりました。","純正パーツ全てあり。
左前方を鉄製フェンスにぶつけました。
フロントバンパーに凹みがございます。※白テープで応急処置カバーしています
ヘッドライトにヒビ、傾きがあります。
フロントフェンダーとバンパーに浮きがございます。","738000","738000","858000","650000","705000","500000","600000",,,,
"44322","2026-03-10 19:29:48.572","2026-03-12 19:09:00.000","2026-03-20 13:36:35.261","トヨタ","ヴェルファイア",,,"2016","平成28年6月","DBA-GGH30W","ＺＡ　Ｇエディション","109333","NO","なし","false","false","","稀少3500ccV6エンジン
アルパイン製ナビ(ビッグX11)、フリップダウンモニター(プラズマクラスター) ダブルゾーン対応","1800000","1750000","1832000","1620000","1705000","1535000",,"1500000",,"1000000","1509000"
"44333","2026-03-10 20:54:42.240","2026-03-12 14:55:00.000","2026-03-18 12:23:13.076","スズキ","ソリオ",,,"2013","平成25年1月","DBA-MA15S","K12B DOHC 16V VVT 2WD 前輪駆動","94830","REPAIR","修理歴あり","false","true","運転席側のドアを板金しています。
駐車場のポールで擦って、擦り傷とポールの色が広い範囲でついたためです。
骨格修復もなし","エンジンは掛かりますし、運転も可能ですが、車検は切れています。写真でわかる通り左フロント部分に傷があります。","75000","50000","68000","50000","60000","50000","70000","40000","55000","20000",
"44352","2026-03-11 00:27:01.103","2026-03-15 17:28:00.000","2026-03-18 18:04:17.922","スズキ","ソリオ",,,"2004","平成16年1月","UA-MA34S","1.3 WELL S","161017","NO","なし","false","false","","エアロ・リアスポイラー付き
左側面に凹みあり、下側に傷
左後ろ角に擦れ
前のエアロに削れあり
ホイール4本傷あり
右側面に傷","60000","50000",,"50000","60000","40000","58000","30000","35000","30000",
"44367","2026-03-11 07:55:22.602","2026-03-16 12:02:00.000","2026-03-19 16:20:37.376","ダイハツ","タント",,,"2014","平成26年9月","DBA-LA600S","ｶｽﾀﾑRS “ｽﾏｰﾄｾﾚｸｼｮﾝSA”","106136","ACCIDENT","事故歴あり","true","false","停車中後ろから追突されバックドアの修理をしました","最初の登録名義人は母でその後私に名義変更しました。
整備や点検修理は、購入時からずっとダイハツのディーラーで行っています。","280000","242000","246000","230000","245000","200000","300000","200000",,"180000","200000"
"44376","2026-03-11 10:10:29.956","2026-03-12 17:33:00.000","2026-03-16 16:07:49.054","日産","ノート",,,"2013","平成25年4月","DBA-E12","X","58646","NO","なし","false","false","","知人の会社で使用していた物を購入して乗っていました。事故歴等あるかわかりません。自分が乗っていた時はありませんでした。","78000","78000",,"60000","74000","20000",,"20000","50000","20000","35000"
"44403","2026-03-11 13:40:28.442","2026-03-13 10:21:00.000","2026-03-19 11:10:56.408","ホンダ","Ｈｏｎｄａ ｅ",,,"2022","令和4年3月","ZAA-ZC7","Honda e Advance","14693","NO","なし","false","false","","純正OP（サイドステップガーニッシュ／VICS 光ビーコンユニット／ドライブレコーダーパッケージ ／ライセンスフレーム）
欧州ホンダ純正アームレスト
3D MAXpiderフロアマット（純正フロアマットも保管しております）","1858000","1820000","1858000","1750000","1780000","1700000","1780000","1500000","1555000","1485000","1500000"
"44413","2026-03-11 15:33:27.137","2026-03-11 18:53:00.000","2026-03-13 13:37:10.384","日産","キューブ",,,"2012","平成24年2月","DBA-Z12","15X インディゴ +プラズマ   2WD","177051","NO","なし","false","false","","社外のアルミホイールに変えています。純正鉄ホイールにはスタッドレスを履いています。純正ホイールキャップもあります。ナビはフルセグTVがよく写ります。Bluetoothも使えるので音楽も電話もOKです。ペットの乗車歴ありますが毛が抜けない犬種なので毛だらけではありません。友人が乗った時も匂いはしないと言います。よろしくお願いします。","80000","80000","100000","40000","63000","20000","66000","5000","25000",,
"44415","2026-03-11 15:36:10.339","2026-03-13 10:28:00.000","2026-03-16 17:05:25.258","トヨタ","ハイエースワゴン",,,"2010","平成22年3月","CBA-TRH214W","ＧＬ","210208","REPAIR","修理歴あり","false","true","フロントガラス飛び石破損の為社外品に交換","中古車にて購入時に点検をしてもらい
エンジンがリコール？対象とかで載せ替えしてもらってます。
購入時から、右側面に擦り傷凹みあります画像撮りましたがわかりにくいです。また、リアゲート付近のシートカバーの塗料染みも購入時からで何かわかりません。屋根に傷あります、これも購入時からです。
私は喫煙者ではありませんが前所有者は喫煙者だと思われます。
購入後、ルーフキャリア、リアラダー、ヒッチ メンバー取り付け、リアラダーが重いのでリアゲート社外強化ダンパーに取り替え、ショックアブソーバーも社外に取り替えしてます。
以下個人オークションで処分しようと思っているのですが、査定があがるようでしたら画像追加しますのでお知らせ頂きたいです。
純正スチールホイール、ホイールカバー、スタッドレスタイヤはいてます。
サンシェード、リアと側面のみで5万円以上したものです。使用一度のみ。

","836000","835000","836000","800000","834000","620000","625000","600000","700000","600000","673000"
"44425","2026-03-11 17:26:05.559","2026-03-12 14:39:00.000","2026-03-16 10:29:20.587","ダイハツ","コペン",,,"2014","平成14年9月","LA-L880K","ｱｸﾃｨﾌﾞﾄｯﾌﾟ","181473","NO","なし","false","false","","フロントリップつけてますが、割れが有ります。フロントタイヤの後ろモール？？浮き錆有ります。
アクティブトップ作動不可ecu故障だと思う。
","45000","20000","45000","20000","30000","20000",,"20000",,"10000","28000"
"44452","2026-03-11 21:54:45.996","2026-03-14 15:55:00.000","2026-03-19 11:20:37.666","ホンダ","Ｎ－ＢＯＸ",,,"2021","令和3年4月","6BA-JF3","ＥＸ FF","22121","NO","なし","false","false","","純正カーナビ、バックモニター、前後ドライブレコーダー、LEDヘッドライト","1000000","950000","1000000","908000","998000","900000","962000","900000","1000000","840000","855000"
"44477","2026-03-12 09:07:01.528","2026-03-13 17:36:00.000","2026-03-15 09:58:24.343","トヨタ","ハイエースバン",,,"2017","平成29年12月","CBF-TRH200V","ベースグレード「スーパーＧＬ」の特別仕様車「スーパーＧＬ　ダークプライム」","155949","NO","なし","false","false",,"モデリスタ エアロ（F,S.R）

電動スライドドア 左右

前後レクサスエンブレム

アルミ RAYZ デイトナ 17インチ

タイヤ ミシュラン オールシーズン

スリット入りブレーキローター

アブソーバー ユーアイビークル

マフラー HKS（トラヴォイス）車検対応

ハイビーム IPF LEDランプ

フォグ IPF LEDランプ

ホーン レクサス

テールランプ ヴァレンティLED

ヒッチメンバー

ナビ アルパインBIG-X

インナーミラー アルパイン

D型ステアリング

大型センターコンソールBOX 2段

スピーカー フロント、リア、ツイーター カロッツェリア

リアヒータースイッチ移設

リアモニター

セカンドテーブル

リアベット マット仕様 、パンチカーペット仕様

ロッドホルダー

リアハッチランプ（LED）

不具合　運転席側のみストライクスイッチで開錠が出来ません、
施錠は出来ます。
エンジンは調子良いです。

電子タバコのみで臭いや内装の変色は有りません","1615000","1510000","1525000","1500000","1617000","1500000","1613000","1435000",,"1420000","1473000"
"44517","2026-03-12 14:53:42.147","2026-03-13 15:35:00.000","2026-03-17 11:51:54.527","トヨタ","イスト",,,"2003","平成15年3月","UA-NCP65","１．５Ｆ　Ｌエディション","188967","NO","なし","false","false",,"所有者は私の姉で有り一切の権限を任されております。
エンジン快調です。

フルタイム4WDです。","250000","249000","250000","248000",,"210000","215000","200000","230000","200000",
"44521","2026-03-12 15:26:35.620","2026-03-14 12:21:00.000","2026-03-21 18:14:10.639","マツダ","ＣＸ－３０",,,"2021","令和3年9月","5BA-DMEP","２０Ｓ　Ｌ　Ｐａｃｋａｇｅ","15806","NO","なし","false","false",,"カスタムなどなし

エンジンに問題はありません。","1645000","1725000",,"1640000","1655000","1619000","1739000","1600000","1660000","1600000","1650000"
"44543","2026-03-12 17:16:46.745","2026-03-13 16:09:00.000","2026-03-16 12:06:46.436","マツダ","ロードスターＲＦ",,,"2017","平成29年1月","DBA-NDERC","ＶＳ","32137","NO","なし","false","false","","ドラレコを後付け、バックモニター付き","1842000","1788000",,"1770000","1826000","1705000","1715000","1688000","1858000","1685000","1735000"
"44550","2026-03-12 17:58:28.313","2026-03-13 16:08:00.000","2026-03-18 13:14:44.995","ランドローバー","レンジローバースポーツ",,,"2014","平成26年3月","ABA-LS5N","ダイナミックSE","69148","NO","なし","false","false","","純正ホイール、ETCあり、ドラレコあり
車検令和9年2月","1122000","1089000","1100000","1030000","1122000","938000","1088000","800000",,"720000","735000"
"44565","2026-03-12 20:53:24.486","2026-03-13 14:00:00.000","2026-03-17 18:29:27.669","日産","ノート",,,"2019","平成31年3月","DAA-HE12","e-POWER NISMO","60293","NO","なし","false","false","","【オプション・カスタム・純正パーツ】
アラウンドビューモニター、純正ナビ、ETC2.0、ドライレコーダー(前方)、アームレスト(USB付き)、NISMO純正フロアマット・ラゲッジマット、NISMO純正バイザー
【エンジンの状態（異音・警告灯など）】
エンジン状態良好
【傷・凹みの補足（箇所・大きさ）】
大きな傷・凹み無し(通常使用による細かな傷はある)
屋外保管のため、塗装は相応の劣化あり
【その他】
室内、内装も比較的綺麗だと思います。シートも擦れ破れ無し。禁煙、芳香剤使わない、車内で食事しないので気になるニオイなし
スペアキーなし(リモコンあり、鍵部分なし)

","790000","750000",,"720000","735000","700000","790000","700000","715000","600000","700000"
"44579","2026-03-12 22:52:33.824","2026-03-14 10:45:00.000","2026-03-18 11:54:54.022","ホンダ","フリードハイブリッド",,,"2011","平成23年11月","DAA-GP3","Ｈｙｂｒｉｄ・ジャストセレクション","73367","NO","なし","false","false","","フリップダウンモニター、ドラレコ、ETC","398000","330000","335000","330000","411000","250000","300000","200000","366000","200000","250000"
"44588","2026-03-13 00:01:35.507","2026-03-13 14:19:00.000","2026-03-15 18:18:21.877","ホンダ","Ｎ－ＷＧＮカスタム",,,"2014","平成26年1月","DBA-JH1","Ｃｕｓｔｏｍ　Ｇ・ターボパッケージ FF","56360","NO","なし","false","false","","ナビ、ETC、ドラレコ（前）が付いています。","380000","260000","300000","260000","265000","256000","263000","220000","263000","220000","380000"
"44602","2026-03-13 08:08:10.988","2026-03-13 12:16:00.000","2026-03-17 12:30:35.283","スバル","ステラ",,,"2014","平成26年3月","DBA-LA100F","Ｌ　Ｌｉｍｉｔｅｄ　スマートアシスト 2WD","114960","NO","なし","false","false","","KENWOOD前後2カメラドライブレコーダー（DRV-MR740）付き
","63000","40000","50000","30000","75000","10000","15000","1000","25000",,
"44612","2026-03-13 09:25:12.044","2026-03-13 12:31:00.000","2026-03-16 15:39:13.264","ダイハツ","ハイゼットトラック",,,"2022","令和4年11月","3BD-S500P","ｽﾀﾝﾀﾞｰﾄﾞ","30997","NO","なし","false","false","","車庫保管の車両なので塗装も綺麗です。外装、内装とても綺麗な車両です。傷等の詳細はフロントバンパー助手席側に擦り傷、左リアホイールに擦り傷、荷台の助手席側に擦り傷小です。","690000","620000","635000","580000","689000","500000","596000","300000","450000",,
"44615","2026-03-13 10:10:55.062","2026-03-16 15:30:00.000","2026-03-18 13:26:42.108","ホンダ","フィットシャトルハイブリッド",,,"2012","平成23年10月","DAA-GP2","ＨＹＢＲＩＤ　Ｎａｖｉ　Ｐｒｅｍｉｕｍ　Ｓｅｌｅｃｔｉｏｎ","141156","ACCIDENT","事故歴あり","true","false","トランクフロアの修復歴があるそうですが、中古購入時にどのように事故をしたかなどは聞かされていません。","エンジン良好、ハイブリッドバッテリー良好
運転席側塗装剥がれ
前後ドラレコ
デジタルミラー
スタッドレスを履いており、純正ホイールの夏タイヤあり
純正ホイール擦り傷あり
左後ろ側擦り傷
右後ろ側かなりの擦り傷
天井よごれ
","118000","100000",,"87000",,"80000","136000","70000",,"40000",
"44616","2026-03-13 10:11:22.259","2026-03-18 18:55:00.000","2026-03-21 18:45:12.473","ダイハツ","ハイゼットカーゴ",,,"2011","平成23年3月","EBD-S331V","ｸﾙｰｽﾞ","211741","NO","なし","false","false","","カーナビ動作不調、ウォッシャー液噴出不良","66000","55000","60000","50000","72000","38000",,"22000",,"20000",
"44617","2026-03-13 10:12:44.842","2026-03-13 12:48:00.000","2026-03-18 12:14:31.458","トヨタ","ハリアー",,,"2023","令和5年5月","6BA-MXUA80","Ｇ","17092","NO","なし","false","false","","カスタムはありません","3125000","3109000",,"2900000","3000000","2780000","3125000","2720000","2725000","2700000",
"44623","2026-03-13 10:50:37.798","2026-03-13 13:39:00.000","2026-03-19 16:41:54.484","ダイハツ","ロッキーハイブリッド",,,"2022","令和4年10月","5AA-A202S","Premium G HEV","7943","NO","なし","false","false","","新車で購入と同時にシートカバーを取り付けたのでカバーを外せばシートは綺麗です。
カーポート下で保管してました。
よろしくお願い致します。","2000000","1700000","1790000","1600000","1978000","1485000","1500000","1300000","1450000","1200000","1300000"
"44626","2026-03-13 11:00:07.662","2026-03-13 13:47:00.000","2026-03-16 16:35:19.485","トヨタ","プレミオ",,,"2005","平成17年3月","DBA-ZZT240","Ｘ　ＥＸパッケージ","117910","NO","なし","false","false","","左前と右横後ドア付近に凹み擦りキズ、ホイールにガリキズがあります。左ドアの内張りスピーカーカバーに割れかあります。ドラレコ、地デジチューナーは取り外します。タイヤとバッテリーは交換が必要ですか、エンジン等は好調です。","474000","469000",,"400000","479000","380000","400000","350000","393000","350000","355000"
"44637","2026-03-13 12:07:23.332","2026-03-16 17:28:00.000","2026-03-18 17:34:15.845","日産","フーガ",,,"2006","令和4年11月","CBA-PY50","３５０ＸＶ　ＶＩＰ","77747","NO","なし","false","false",,"350XV VIPです。
外装は目立つ劣化は無いですが、年式相応で、くすみがあります。磨けば良くなるとおもいます。
ダッシュボード割れあり。
アルミは社外です。ノーマルもあります。
ドラレコは取り外しますのでご了承下さい。","215000","200000","209000","200000","220000","185000","200000","177000","182000","100000","199000"
