"uar_id","査定依頼日時","入札開始日時","落札日","メーカー","車種","型式タイプ","型式グレード","マスタ年式","年式","査定入力モデル","査定入力グレード","走行距離","事故修理_コード","事故修理_表示","事故歴","修理歴","事故修理_詳細","愛車の説明","落札価格","入札1位_入札額","入札1位_上限入札額","入札2位_入札額","入札2位_上限入札額","入札3位_入札額","入札3位_上限入札額","入札4位_入札額","入札4位_上限入札額","入札5位_入札額","入札5位_上限入札額"
"42077","2026-02-23 18:19:43.955","2026-02-25 12:00:00.000","2026-03-03 18:08:17.939","マツダ","ＣＸ－６０",,,"2023","令和5年2月","3DA-KH3P","ＸＤ　Ｅｘｃｌｕｓｉｖｅ　Ｍｏｄｅ　	２ＷＤ","44521","NO","なし","false","false","","エクスクルーシブモード・FR・ディーゼルターボです。
車検は取得直後になります。
定期点検は全て受けています。
タイヤ交換未実施につき、残溝が少なめです。
　※写真貼り付けました
使用に伴う若干の傷・ヘタリは内外にあります。","2788000","2658000","2788000","2545000",,"2500000","2666000","2488000",,"2480000","2530000"
"42078","2026-02-23 18:22:28.104","2026-03-07 15:46:00.000","2026-03-14 17:07:25.290","ホンダ","Ｎ－ＢＯＸカスタム",,,"2018","平成30年1月","DBA-JF3","Ｃｕｓｔｏｍ Ｇ・Ｌ Ｈｏｎｄａ ＳＥＮＳＩＮＧ FF","54079","NO","なし","false","false","","・平成30年式を令和3年に購入
・助手席側電動スライドドア
・エンジン始動は良好
・エンブレムはダーク色に変更されていた
・フロントのみドライブレコーダーあり","835000","760000","765000","750000","795000","730000","781000","720000","770000","700000","810000"
"42096","2026-02-23 19:38:09.900","2026-03-02 10:27:00.000","2026-03-04 17:29:02.776","スバル","サンバーディアス",,,"2000","平成12年-月","GD-TV1","Ｄｉａｓ","134761","NO","なし","false","false",,"ホイールは日産ADバン純正14インチがついてます。1本パンクしてしまい、スペアタイヤになっています。運転席側ドアヒンジ故障の為、中古のドアと交換してあります。鍵も移植しましたが、キーシリンダーを固定するクリップを紛失してしまい、グラついてます。
バイクの運搬に使用していた為、後席がフラットになるようDIYしています。板を取り外せば後席は使用可能です。
エンジンは快調ですが、ヒーターの効きが安定しません。","28000","15000",,"10000",,"10000","40000","0",,,
"42097","2026-02-23 19:41:50.878","2026-02-28 18:30:00.000","2026-03-03 16:15:40.407","アウディ","Ａ４アバント",,,"2017","平成29年3月","ABA-8WCVN","1stEdition","69076","NO","なし","false","false","","スタッドレス付","1420000","1400000",,"950000","1035000","900000","1020000",,,,
"42110","2026-02-23 21:24:16.441","2026-03-20 09:20:00.000","2026-03-29 10:35:11.402","マツダ","ＣＸ－５",,,"2019","令和1年8月","3DA-KF2P","ＸＤ　Ｅｘｃｌｕｓｉｖｅ　Ｍｏｄｅ","133683","REPAIR","修理歴あり","false","true","横からぶつかられた際にバンパー交換
左後ろのドア一枚新品交換","車高調が入っています。
尚、トランクに新車外しの純正足回り4本あり","1155000","1130000","1155000","1000000","1111000","990000","1050000","900000","999000","900000","1000000"
"42117","2026-02-23 22:10:14.366","2026-02-26 15:30:00.000","2026-03-02 10:29:17.618","マツダ","ＭＡＺＤＡ３ファストバック",,,"2019","令和1年8月","5BA-BPFP","２０Ｓ　Ｌ　Ｐａｃｋａｇｅ 2WD","42181","NO","なし","false","false","","アルミホイールは社外品にカスタムしています。純正ホイールあり。
フロントのマツダエンブレムにブラック可するフィルムを貼り付けています。取り外し可能です。
純正オプションのフロントアンダースカート＋リアルーフスポイラーが装着されています。
ドライブレコーダー装着(前方と後方)","1520000","1500000","1518000","1496000",,"1400000","1500000","1280000","1300000","1205000","1522000"
"42123","2026-02-23 23:01:50.159","2026-03-09 11:32:00.000","2026-03-12 10:02:12.987","ミニ","ミニクロスオーバー",,,"2022","令和4年5月","3LA-22BS15","SEクロスオーバーALL4","25340","NO","なし","false","false",,"オプション一覧は添付済。新車納車時くら、ダッシュボードカバーをしています。フロントガラスへの映り込みは全くなく視界良好とても運転しやすいです。外せばもちろん日焼けしてない状態です。ブレーキパッドは低ダストタイプに取り替えてますが、ノーマルはトランク内にあります。また、画像に添付したホイール付スタッドレスタイヤもあります。また、5年間の点検パックの４年目が3/26以降有効で継承されます。エンジンは良好です。よろしくお願いします。","2968000","2808000","2988000","2700000","2900000","2688000",,"2510000","2555000","2400000","2567000"
"42128","2026-02-23 23:56:43.397","2026-02-26 11:24:00.000","2026-03-03 10:50:27.964","トヨタ","ノア",,,"2005","平成17年9月","DBA-AZR60G","Ｘ","36899","REPAIR","修理歴あり","false","true","1. 故障修理歴(リコール除く)
  ・O2センサーの異常でディーラーにて交換修理(平成28年6月)

2. キズ等の修理歴(DIY)
  キズは全て浅い擦り傷で、厚塗りのパテは使用していない。
  缶スプレーでの修理箇所と状態
    (1) 助手席側ドアミラーの擦り傷
        ・気付かない程度に修理できている
    (2) リアサイドパネル運転席側(全面塗装)
        ・ドアと色が若干異なるのがわかる
        ・光や角度によって塗りムラもわかる
    (3) リアサイドパネル助手席側(部分塗装)
        ・塗装部分が白っぽく分かる（写真でも確認できる）
    (4) リアバンパー（全面塗装）
        ・じっくり見ればわかる
","1. メーカーオプション装備
  (1) リバース連動ミラー
  (2) リアアンダーミラー
  (3) サイドバイザー(RVタイプ)
  (4) ラゲージパーティションケース
  (5) マッドガード
  (6) フロアマット(デラックスタイプ)

2. 後付け装備
  (1) ETC車載器(Panasonic CY-ET807D)
  (2) カーナビ(富士通テン AVN339MmkⅡ、地図データ2015年版)
  (3) ドライブレコーダーミラー型前後(Karsuite M7)
","180000","130000","200000","125000","148000","120000","130000","110000","140000","90000","80000"
"42176","2026-02-24 12:52:45.195","2026-03-10 11:22:00.000","2026-03-12 11:33:30.595","トヨタ","カローラクロス",,,"2023","令和5年7月","3BA-ZSG10","Ｓ","9174","NO","なし","false","false","","純正カーナビ9インチ、パノラミックビューモニター、ブラインドスポットモニター、ドラレコ、ETC
","2810000","2810000","2815000","2500000","2550000","2500000","2606000","2300000","2555000","2200000","2300000"
"42183","2026-02-24 13:24:33.643","2026-02-24 18:05:00.000","2026-03-07 18:23:33.153","スズキ","スペーシアカスタム",,,"2013","平成25年9月","DBA-MK32S","TS スマートフォン連携ナビ装着車 2WD 前輪駆動","50180","NO","なし","false","false","","純正オプション8インチナビ
社外ホイール&スタッドレスタイヤ。純正なし。","260000","280000","340000","275000","303000","220000",,"210000","265000","200000","250000"
"42186","2026-02-24 13:41:40.589","2026-02-27 13:16:00.000","2026-03-04 20:15:28.202","トヨタ","グランドハイエース",,,"2002","平成14年10月","TC-VCH22K改","キャンピングカー特装車","85083","NO","なし","false","false","","後付けクルーズコントロール
メーターパネルカスタムペイント
外装カスタムペイント(フレーク塗装)","1108000","1108000","1288000","1000000",,"710000","960000","576000","710000","540000","560000"
"42197","2026-02-24 15:20:12.175","2026-03-03 10:34:00.000","2026-03-06 11:32:55.780","スバル","インプレッサＧ４",,,"2017","平成29年3月","DBA-GK7","２．０ｉ－Ｓ　ＥｙｅＳｉｇｈｔ　ブラックレザーセレクション","40946","NO","なし","false","false",,"AWD
全席レザーシート

前左の傷は塀に擦って出来た傷で、前バンパースポイラー部にタッチアップした傷です。
車体引き取りはすぐで構いません。","1108000","1009000","1128000","979000",,"905000",,"900000","1033000","860000","915000"
"42198","2026-02-24 15:22:48.852","2026-03-14 17:10:00.000","2026-03-20 15:09:53.410","ルノー","カングー",,,"2018","平成30年6月","ABA-KWH5F1","クルール","43982","NO","なし","false","false","","日本限定100台のクルール（ブルーシエルメタリック）です。保管環境はタワーパーキングですので紫外線や風雨にさらされていません。フロントドアスピーカーとツイーターはフォーカル製に交換済み。COXボディダンパーを装着。引き渡し時はノーマルホイール（黒スチールホイール、未使用ホイールキャップ付き）に交換予定。","1600000","1450000","1500000","1400000","1600000","1200000","1382000","1108000","1238000","1000000","1222000"
"42205","2026-02-24 16:36:21.619","2026-02-26 15:42:00.000","2026-03-06 15:44:04.422","BMW","Ｘ４",,,"2023","令和 5年12月","3DA-VJ20","20dxdrive","11082","NO","なし","false","false","","アルミホイールは現在はスノータイヤですが、夏タイヤに戻す予定です。オプションの20インチです。フロントだけタイヤが新品です。リヤは元々のタイヤですが。オプションで、シートベンチレーション、ハンドルヒーター付きです。ハーマンカードンもついてます。","5250000","5008000","5138000","4500000",,"4500000","4600000","4300000","4759000","1000000","1100000"
"42206","2026-02-24 16:38:21.802","2026-02-25 16:23:00.000","2026-03-02 19:32:34.027","プジョー","３０８",,,"2023","令和5年11月","5BA-P51HN05","GTグレードの限定モデル「ピュアテックエディション」","5475","NO","なし","false","false","","限定160台/パノラミックルーフ/オリビングリーン ・ ドラレコ一体型Dインナーミラー/ラゲッジマット ・ EXキーパープレミアム/新車保証継承可能 

【車両おすすめ装備】 
パノラミックルーフ 
・オリビングリーン 
・アラウンドビューモニター 
・ドライブレコーダー付ディスプレイミラー
・3Dアイコックピットメーター
 ・ワイヤレスチャージャー 
・3Dアイコックピット音声認識対応純正ナビ
 ・車内空気清浄機能 
・アンビエントライト
 ・ロゴプロジェクター(夜間等エンジン停止後足元をプジョーエンブレムが映し出されます)
 ・シートヒーター＆ステアリングヒーター
 ・タッチパネル保護シート貼付け済 
・フロントウィンドウ サンシェード 
・ラゲッジトレイ 【コーティング】 
・EXキーパープレミアム 2023.12.18 

〇モデルの特徴 プジョー308は、個性際立つデザイン、質感の高いインテリア、そして軽量ボディがもたらすダイナミックな走りを強みに、人気を博してきました。 308 GT ピュアテックエディションは、GTグレードの装備をベースとしつつ、これまでGTグレードのラインナップには無かった、ガソリンエンジンを搭載した特別仕様車です。また、パノラミックルーフを特別装備し308の質感を一層際立たせた１台となっています！ このオリビングリーンカラーの308でサンルーフ付のモデルはこちらのピュアテックエディションのみとなります! 

〇セールスポイント 当車両は160台限定となっており、カラーで絞ると80台限定です！深みのあるオリビングリーンは日の当たり方によって魅せ方を変えてくれます。その特別なカラーを引き立てるかのようにEXキーパープレミアムを施工し、艶感を保っています！ 限定装備の開閉式パノラミックルーフや、ドラレコ一体型デジタルインナーミラーなど装備も充実していますのでおすすめです！ またディーラー点検もしっかり行っております

〇保管方法 
COVERITE社製ボディカバー常時使用：
保管時はCOVERITE社製ボディカバーを装着し、直射日光（紫外線や雨)を遮断していました。 ​雨天走行は極力避けて大切に保管してきました。足回りやエンジンルームの状態も非常に良好です。 洗車は洗車機には一度も通さず手洗い洗車のみとなります。 

【車両状態】
 ・正規ディーラー整備： 購入後12ヶ月点検等すべて正規店にて点検を行っております。
 ・右フロントドアエッジ小傷","2620000","2558000","2750000","2150000",,"1000000","1500000","0","2167000",,
"42207","2026-02-24 16:38:33.876","2026-02-25 16:58:00.000","2026-03-03 10:56:29.752","スズキ","ハスラー",,,"2019","平成31年3月","DAA-MR41S","J 2WD 前輪駆動","67378","NO","なし","false","false","","きれいです
車検満タン、車検時ドラシャブーツ、タイロットエンド、オイル交換","650000","603000","686000","555000",,"540000",,"510000","530000","500000","650000"
"42212","2026-02-24 17:50:12.745","2026-02-25 13:10:00.000","2026-03-03 19:10:45.508","スバル","プレオ",,,"2014","平成 26年10月","DBA-L275F","Ｆ　Ｓｐｅｃｉａｌ","21432","NO","なし","false","false","","アンテナが縮みきらないです。ボディも艶あり低走行ＭＴで希少です。","100000","78000","92000","50000","100000","16000","47000","15000",,"15000",
"42221","2026-02-24 18:57:48.070","2026-02-26 11:48:00.000","2026-03-03 19:20:34.866","レクサス","ＲＸ",,,"2024","令和 6年 3月","5BA-TALA15","ＲＸ３５０　Ｆスポーツ","19963","NO","なし","false","false","","2024年式 レクサス RX 350Fスポーツ 外装:ホワイノーヴァガラスフレーク 内装:ダークローズ
350のグレードですが最下部樹脂パーツを取り外し500hの純正エアロを取り付けてますので見た目は500h仕様になってます。(正規ディーラーにて注文、取り付け)その他オプションは、プロジェクションウェルカムイルミ、スカッフイルミネーション、アドバンスドパーク、ルーフレール➕パノラマルーフ、ブレーキキャリパー
使用状況としましては、非常に丁寧かつ大切に乗っており外装、内装ともに目立った傷はありません。
納車当日にキーパーラボにてEXキーパー施行済み。
(証明書も持参しております。)
ナビにも専用のフィルムを貼ってあります。
後部座席におきましては、数回使用した程度でほとんど未使用です。","7189000","6900000","7189000","6800000","7000000","6100000",,"5550000","6450000","1000000","1100000"
"42225","2026-02-24 20:48:39.801","2026-02-26 17:11:00.000","2026-03-01 15:43:09.590","日産","ティーダ",,,"2011","平成23年1月","DBA-SC11","15M","68241","REPAIR","修理歴あり","false","true","左後ろこすり傷写真自分で塗装
他は無し
","室内は綺麗な状態
ETCあり
車検切れ

エンジンは快調です。
傷は左後ろに擦った傷を自分で塗装しています。離れて見ると分かりにくいです。","75000","60000","72000","50000","61000","40000","75000","20000","40000","10000","20000"
"42226","2026-02-24 20:50:52.826","2026-02-25 16:44:00.000","2026-03-01 12:33:14.381","マツダ","ＣＸ－３０",,,"2022","令和3年1月","3DA-DM8P","ＸＤ　Ｌ　Ｐａｃｋａｇｅ","26256","NO","なし","false","false","","アルミホイール関しては純正ですが、正面から見て右側にホイール傷がございます。
また、タイヤに関してはパンク履歴があり、前輪と後輪でタイヤのメーカーが違います。

その他は擦り傷等　日常的にできた傷のみになります。","1980000","1700000","1849000","1650000","1700000","1650000","1980000","1000000","1500000",,
"42236","2026-02-24 21:57:28.881","2026-02-28 14:13:00.000","2026-03-03 16:20:04.547","レクサス","ＧＳ",,,"2013","平成25年5月","DAA-GWL10","バージョンＬ","135805","NO","なし","false","false",,"右リアフェンダーに傷あり","670000","600000","670000","550000","570000","520000","605000","460000","525000","450000","530000"
"42254","2026-02-25 07:01:12.150","2026-02-27 12:06:00.000","2026-03-03 12:41:15.739","マツダ","アクセラスポーツ",,,"2014","平成26年1月","LDA-BM2FS","ＸＤ","83566","NO","なし","false","false","","アイドリングストップの警告が出ているが、走行には問題ない","400000","300000","400000","260000","278000","250000","319000","240000",,"200000","245000"
"42258","2026-02-25 08:14:40.634","2026-03-03 18:24:00.000","2026-03-06 15:15:21.947","ダイハツ","タント",,,"2015","平成27年12月","DBA-LA600S","ｶｽﾀﾑX","76474","NO","なし","false","false",,"純正パーツ ナビDVD付き

エンジン バッテリーとも問題ありません
","390000","340000","395000","330000","366000","300000","310000","280000","355000","250000","319000"
"42266","2026-02-25 09:27:03.366","2026-03-17 14:27:00.000","2026-03-22 18:08:14.873","ホンダ","オデッセイハイブリッド",,,"2017","平成２９年２月","DAA-RC4","ＨＹＢＲＩＤ　ＡＢＳＯＬＵＴＥ・Ｈｏｎｄａ　ＳＥＮＳＩＮＧ　ＥＸ　Ｐａｃｋａｇｅ","84884","NO","なし","false","false","","運転席側タイヤ上小さい傷あり、写真添付。
車両下部モール汚れあり
ほか不良か所得になし","1650000","1458000","1658000","1450000","1457000","1410000","1435000","1388000",,"1345000",
"42276","2026-02-25 11:28:09.167","2026-02-26 12:25:00.000","2026-03-06 11:06:32.699","ホンダ","クロスロード",,,"2008","平成20年2月","DBA-RT3","グレートは20X(2WD)","102850","NO","なし","false","false",,"自宅カーポートにて保管していました。テレビ付ナビ、ETC、前後に純正アンダーガード付き

エンジン快調です。シートに毛の付着は無いです","408000","325000","333000","280000","411000","278000","358000","260000","280000","250000",
"42280","2026-02-25 12:27:56.743","2026-02-28 11:36:00.000","2026-03-14 18:08:55.834","ホンダ","アコードハイブリッド",,,"2013","平成26年1月","DAA-CR6","ＥＸ","81870","NO","なし","false","false",,"特に何もカスタムしていません。
左ホイール前後ともガリキズあり","615000","665000",,"500000","550000","500000","580000","470000","515000","380000","473000"
"42291","2026-02-25 13:40:34.362","2026-02-25 16:34:00.000","2026-03-03 19:22:49.464","スズキ","ハスラー",,,"2015","平成27年3月","DBA-MR31S","特別仕様車 Jスタイル","140028","NO","なし","false","false",,"添付写真のような塗装剥がれが数箇所あります。
ハンドルの表面のカバーがめくれてきております。
給油口キャップの紐？が取れております。キャップの着脱は可能です。","59000","105000",,"80000",,"50000","100000","50000","119000","30000","110000"
"42316","2026-02-25 16:51:28.420","2026-03-02 12:43:00.000","2026-03-05 16:24:27.449","ホンダ","ビート",,,"1992","平成4年","E-PP1","グレードなし","186005","NO","なし","false","false",,"車両概要
昨年、9月の車検切れまで、セカンドカーとして月一度位のレジャーに使用していました。

現在もセル一発始動です。

知り合いから購入し、車検を通す際に、以下の整備をお願いしました。

全ブレーキパッド、ブレーキオイル交換及びオーバーホール。フロントブレーキローター新品交換。

エンジン内フラッシングオイルで洗浄後、ホンダ純正オイル交換(オイルエレメントも同時交換)

エアーエレメント新品交換

冷却水経路内清掃後、クーラント交換時にラジエーターを程度の良い中古品に交換。ラジエターキャップ新品交換。

車検時に前後ローダウンサスの全高変更を取ってあります。

売却に際して現在は、転がし用の純正サイズ以外のタイヤ付けています。

前は鉄ちん、後はレーシングスパルコです、
タイヤは山なしなんで交換してください。

走る、曲る、止まるは不都合ありません。
(エアコンは最初から効きません。修理や原因の追求はしていないので、ガス補充で効くようになるかは不明です。)

複数人が乗り継いで来た中古車です。
内外装共に劣化、錆、穴、キズや加工箇所あります。

走行距離は購入時に400kmのメーターが付いていましたが、動きが不安定でしたので程度の良い中古品(交換時184,200km)に交換しました。現在は186,005Kmです。
いずれにしましても、記録簿が有りませんので走行距離は不明と致します。

走行に支障ありませんがECU不良により、エンジンチェックランプ点灯しています。
(友人のビートのECUを付けるとチェックランプは消えました。)

また、購入時にタイミングベルト交換済みと言われましたが、こちらも交換済みシールを確認出来ませんでしたので不明とさせて頂きます。

内装、オーディオありません。

幌、ひっかき傷ありますが、破れはありません。

引渡し時の書類は、車検証(一時抹消登録書)と譲渡証明書となります。","170000","160000","170000","118000",,"100000",,"100000","160000","100000",
"42318","2026-02-25 17:13:53.061","2026-03-01 16:50:00.000","2026-03-04 20:17:42.388","スバル","インプレッサスポーツ",,,"2016","平成28年3月","DBA-GP3","DBA-GP3　AWD","38670","NO","なし","false","false","","カーナビをStradaのCN-C01Dに変更","423000","423000",,"400000",,"350000",,"350000","420000","300000","400000"
"42327","2026-02-25 18:23:27.347","2026-03-02 16:41:00.000","2026-03-06 18:01:22.148","トヨタ","プリウス",,,"2023","令和5年10月","6AA-MXWH6O","Z","10171","NO","なし","false","false",,"特にカスタムはありません。
事故歴や擦り等もありません。

エンジン快調です","3300000","3158000","3278000","3010000","3085000","2945000",,"2900000","3000000","2500000","3059000"
"42336","2026-02-25 19:37:27.151","2026-02-28 17:36:00.000","2026-03-09 12:45:23.305","レクサス","ＲＸハイブリッド",,,"2009","平成21年10月","DAA-GYL16W","ＲＸ４５０ｈ  バージョンＬ　エアサスペンション","177838","ACCIDENT","事故歴あり","true","false","左前方自損、右側面こすり、修理をしてません","純正パーツ、純正カーナビ、マークレビンソンサウンド、前席ステップLEDなど","700000","700000","750000","700000","800000","605000",,"330000","350000",,
"42344","2026-02-25 20:46:50.147","2026-02-26 15:15:00.000","2026-03-01 13:22:58.656","トヨタ","カローラクロス",,,"2024","令和 6年12月","6AA-ZVG13","Z","13222","NO","なし","false","false","","※2/8にも同様の内容で査定依頼しております。
※距離が更新になりました(13203km)が、他は特に変更ございません。

カローラクロス2024年式HEV Z1800CC 2WD
シートブラック

◆ディーラーオプション
・ブラック×プラチナホワイトパールマイカのツートン
・10.5インチディスプレイ
・アドバンストパーク、パーキングサポートブレーキ、ブラインドスポットモニター、アンシンコウシャアシスト
・パノラミックビューモニター

◆メーカーオプション
・ETCセットアップ
・3Dレザー調マット
・サイドバイザー
・CPCプレミアムコーティング施工

通勤や生活で週5〜6回ほど運転しております。
基本的に綺麗な状態と思いますが、写真にも載せているようにラゲッジルームの後席背部に一部擦り跡があります。","3208000","3128000","3208000","3025000",,"2900000","3033000","2800000","2838000","2500000","2959000"
"42370","2026-02-26 07:09:35.313","2026-03-03 14:21:00.000","2026-03-08 16:40:27.702","トヨタ","ハイラックス",,,"2022","令和4年3月","3DF-GUN125","Ｚ　ＧＲスポーツ","10609","NO","なし","false","false","","構造変更済み
サス前3.後ろ2インチ上げ
タイヤ、サイドステップ等純正品有り","4489000","4200000","4369000","4125000",,"4120000","4215000","4100000","4175000","4000000","4489000"
"42377","2026-02-26 09:45:13.058","2026-02-26 15:51:00.000","2026-03-02 14:35:51.749","レクサス","ＣＴ",,,"2011","平成23年3月","DAA-ZWA10","ＣＴ２００ｈ 	バージョンＬ","133320","REPAIR","修理歴あり","false","true","修理はフロントバンパーのみとなります。
右フロントバンパーに僅かな擦りキズがあり、純正塗料にて塗装済です。","バージョンLです。本革シート、ミリ波レーダークルーズコントロール、運転席メモリー付きパワーシート、ハイブリッドもまたまだ健在です。エンジンオイル、フィルターは取扱説明書指定時期に交換を適正に実施しております。タイヤ新品に交換し、9分程あります。タイヤローテーションは5000k毎に行い、トルクレンチで適正に締めつけ維持管理しております。フロントガラス、飛び石による僅かなキズがあり、(写真参照)レクサスディーラーにてリペアを行なっております。右フロントバンパーに僅かな擦りキズがあり、純正塗料にて塗装済です。

エンジン、モーター共に快調です。","429000","379000","429000","360000","380000","350000","420000","310000","413000","300000","360000"
"42398","2026-02-26 11:50:33.006","2026-03-02 13:40:00.000","2026-03-08 11:47:08.043","スズキ","ワゴンＲ",,,"2014","平成27年9月","DAA-MH44S","FZ オーディオレス","55666","NO","なし","false","false","","純正ナビ、前後にはユピテルのドライブレコーダー付き、購入時当初からハンドルカバー・シートカバーを付けている為、ハンドル・シートに関しては汚れは無いと思います。運転席の右端に若干の寄れ有り。純正フロアマットの上にまたマットを引いていたため、床には泥汚れ等は無いと思います（車内の綺麗さには自信があります）。運転手が非喫煙者のため、全く喫煙の様子は無し。カーメイト製のエンジンスターターが付いております。ヘッドライト・バックライトのバルブはオートバックスで購入した車検対応のLEDバルブになります。ルームランプもLED灯に交換してあります。スタッドレスタイヤもあります。","380000","371000",,"300000","350000","290000","320000","288000",,"281000","285000"
"42401","2026-02-26 12:31:05.859","2026-02-26 13:49:00.000","2026-03-07 11:46:56.066","スズキ","ソリオ",,,"2017","平成29年6月","DAA-MA36S","HYBRID MZ デュアルカメラブレーキサポート、全方位モニター付メモリーナビ装着車","35386","NO","なし","false","false",,"相続で母が所有者になっていますので、代理で見積もりしています。契約時は母が対応します。","330000","600000","675000","510000","550000","500000",,"400000","550000","400000",
"42422","2026-02-26 14:53:23.480","2026-02-28 09:43:00.000","2026-03-03 18:39:40.347","トヨタ","アルファードハイブリッド",,,"2025","令和7年8月","6AA-AAHH40W","エグゼクティブラウンジ","5079","NO","なし","false","false",,"事由アップロードの注文書にオプションその他記載されています。なお写真に写っているチャイルドシートは付属しません。","8288000","8288000","8458000","8200000",,"7550000","7655000","7400000",,"5000000","5509000"
"42439","2026-02-26 16:49:48.775","2026-02-27 16:12:00.000","2026-03-03 15:40:28.494","ホンダ","Ｎ－ＯＮＥ",,,"2013","平成25年7月","DBA-JG1","Ｇ","61981","REPAIR","修理歴あり","false","true","購入時に付いていたバンパーの塗装の剥げたのを塗り直して貰いました。","純正のまま何も入れ替えていません。
純正ナビ、バックモニターあり。
ETCあり。
家で猫を飼っていますが、病院に行く時のみケースごと乗せて車の中で出したりしていません。
服に付いた毛がシートに付着してる事はあります。


傷に関しては左後ろのタイヤの上の辺りに少し目立たない凹みがあります。
右後ろのドアの所はどこかで当たったのか凹んだ傷がございます。

エンジンについては問題ありません。
タイヤは2024年の12月に変えたところです。","200000","194000",,"150000","205000","100000","150000","100000","121000","100000",
"42447","2026-02-26 17:51:19.431","2026-02-27 14:59:00.000","2026-03-02 18:56:54.325","ダイハツ","タント",,,"2016","平成28年10月","DBA-LA600S","G","157188","NO","なし","false","false","","走行距離は15万キロですが車体は全体的に綺麗です。","50000","30000",,"20000","50000","10000","25000",,,,
"42456","2026-02-26 19:59:34.534","2026-03-04 10:24:00.000","2026-03-08 17:24:59.199","BMW","６シリーズグランクーペ",,,"2012","平成24年6月","DBA-6A30","BMW6シリーズ　グランクーペ","141054","REPAIR","修理歴あり","false","true","駐車している際に、他車にリアバンパーをぶつけられバンパー丸ごと新しい物に替えています。","社外品のホイール、タイヤ装着。
運転席側のドアセンサーが接触不良で、反応しません。
メインバッテリーは2年前に交換済み。","550000","520000",,"400000","450000","400000",,"400000","550000","350000",
"42528","2026-02-27 12:03:35.072","2026-02-27 17:28:00.000","2026-03-03 14:38:10.320","ホンダ","フィットハイブリッド",,,"2013","平成25年9月","DAA-GP5","ＨＹＢＲＩＤ　Ｌパッケージ","159744","NO","なし","false","false",,"なし

エンジン快調","200000","180000",,"130000","150000","125000",,"100000","150000","100000","149000"
"42542","2026-02-27 13:27:19.200","2026-03-17 18:02:00.000","2026-03-19 11:05:06.346","トヨタ","アルファード",,,"2012","平成24年2月","DBA-ANH25W","２４０Ｘ","207518","NO","なし","false","false","","4WD
5000km毎でオイル、フィルター交換
オートバックスからはオイル漏れなしとの事
現在スタッドレスタイヤ、ノーマル積載
サードシート下クッション付
イノールーフキャリア付
車体小傷やルーフに塗装剥がれ有
カーテン付
始動時、カラカラ音有（10分程度走ると消える）
整備士曰くウォーターポンプ付近から聞こえるが、
エンジンが温まると音が消える為、どの部分から聞こえるかは原因は不明。
エコモード、4WDモードで走行しても異常無く、普通に走れます。異音が発生してから100キロ程走行したが症状は変わらず普通に走行できる状況。

","243000","243000",,"200000","205000","170000",,"160000","180000","143000",
"42545","2026-02-27 13:42:49.957","2026-02-28 10:49:00.000","2026-03-04 19:45:24.283","ホンダ","フリード",,,"2013","平成 25年 8月","DAA-GP3","Ｈｙｂｒｉｄ","105188","REPAIR","修理歴あり","false","true","走行中に右側面を車同士でこすったため、傷の修復歴あり","前後ドラレコあり、空気清浄機つき","180000","160000","180000","100000","160000","100000",,"80000","100000","80000",
"42561","2026-02-27 15:42:04.595","2026-02-28 12:18:00.000","2026-03-13 11:35:32.752","フィアット","５００",,,"2021","令和3年4月","3BA-31212","不明","22852","NO","なし","false","false","","フィアット浜松店にて購入
オイル交換、車検等もディーラーにて行っています。
令和８年４月に車検なのでそれまでに売却予定","1130000","1100000","1155000","1000000","1100000","950000","1032000",,,,
"42576","2026-02-27 18:11:34.219","2026-02-27 18:21:00.000","2026-03-02 18:41:08.047","マツダ","アンフィニＲＸ－７",,,"1993","平成 5年12月","E-FD3S","Ｔｙｐｅ　ＲⅡ","252829","NO","なし","false","false","","ガナドールミラー 、アルミホイール、マフラー、触媒等社外部品多数。排気系は車検用書類あり。 全塗装済。 エンジン、タービンオーバーホール済。(約2万km走行) 大きな不具合なし。
メーター減算歴あり：購入前に約17万キロ走行後、4万2千キロのメーターに変えられておりました。","2669000","2300000","2350000","2300000","2380000","2250000","2350000","2150000","2359000","2000000","2669000"
"42584","2026-02-27 19:28:14.898","2026-03-01 12:16:00.000","2026-03-09 12:51:15.105","ホンダ","シビック",,,"2025","令和7年4月","6BA-FL5","TYPE R　FF","840","NO","なし","false","false","","オプション：
純正フロアマット
ユーロホーン
テールゲートライト
ワイヤレス充電

前後ドライブレコーダー設置済み
ダブルダイヤモンドキーパー施工済み（直営店にて）
雨天未使用、オーナー以外乗車無し","5688000","5558000","5688000","5500000","5585000","5400000","5616000","5300000","5510000","5288000",
"42586","2026-02-27 19:50:30.164","2026-03-01 11:24:00.000","2026-03-03 19:18:45.153","ダイハツ","キャスト",,,"2016","平成28年12月","DBA-LA250S","ｱｸﾃｨﾊﾞ　X“SA Ⅱ”","31512","REPAIR","修理歴あり","false","true","右折停止時、後ろから後方左側にあてられる。ディラ－にてバンパ－交換。","渡すときは純正ホイール、東洋トランパスタイヤ9分山になります。
エンジンオイル、cvtフル－ドこまめに交換してました。","330000","330000","375000","210000","230000",,,,,,
